,Boro,Vol,geometry,congestion,congestion_level,timestamp,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Location Type,Street Name,tweets
196,Brooklyn,98,"POLYGON ((-73.95087214522715 40.69064093691866, -73.95087113403069 40.692013321377466, -73.95267414377706 40.69201407695481, -73.95267511786304 40.69064169248059, -73.95087214522715 40.69064093691866))",0.71,0,2024-12-03 13:00:00,Department of Transportation,Street Light Condition,Street Light Out,,NOSTRAND AVENUE,"[""My street light on Nostrand Avenue is out again, can't believe it's been days now. \n\nI'm starting to lose count how many times I've reported this issue but it hasn't been fixed yet on Nostrand Avenue.\n\nStill waiting for Con Ed to come fix the street light on Nostrand Avenue, getting frustrated by the day.\n\nJust another night walking home in the dark because the street light on Nostrand Avenue is still out, hope it gets fixed soon.""]"
197,Manhattan,133,"POLYGON ((-74.00199665383592 40.707824160860795, -74.00199669494354 40.70919654251031, -74.003800169731 40.70919649710072, -74.0038000914937 40.70782411545215, -74.00199665383592 40.707824160860795))",0.298034884,0,2024-03-14 14:00:00,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,PEARL STREET,"['Just saw a car parked on Pearl St with a permit that clearly says nighttime parking only. Daylight now.', ""Frustrated with all the misusing parking permits on Pearl St. Next time I'll report the offenders."", ""Some people have no idea what their parking permits mean. Saw a car parked on Pearl St with a permit that's only valid during construction hours. Not now."", 'Another day, another wrong place parking permit on Pearl St. Neighbors are getting fed up with the abuse.']"
198,Manhattan,121,"POLYGON ((-74.00199665383592 40.707824160860795, -74.00199669494354 40.70919654251031, -74.003800169731 40.70919649710072, -74.0038000914937 40.70782411545215, -74.00199665383592 40.707824160860795))",-0.078430233,0,2024-03-12 14:00:00,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,PEARL STREET,"[""I'm so fed up with all the cars parked on Pearl Street without permits."", 'Someone needs to crack down on the people parking on Pearl Street without proper permits.', 'Just took a picture of a car on Pearl Street with an expired permit.', 'When will the city start enforcing parking rules on Pearl Street?']"
199,Manhattan,122,"POLYGON ((-74.00199665383592 40.707824160860795, -74.00199669494354 40.70919654251031, -74.003800169731 40.70919649710072, -74.0038000914937 40.70782411545215, -74.00199665383592 40.707824160860795))",-0.04705814,0,2024-03-14 14:00:00,New York City Police Department,Illegal Parking,Parking Permit Improper Use,Street/Sidewalk,PEARL STREET,"['Just had to call the cops on a car parked on Pearl Street without a valid permit. Understand accidents happen, but blatant disregard for the rules is frustrating.', ""Can't drive safely down Pearl Street with all these cars parking without a permit. Is it really too much to ask for some basic compliance?"", 'Just had a friend park on Pearl Street with my permit, guess I know who to keep my permit from now.', 'A week later and still a bunch of cars on Pearl Street without permits. Frustration levels are through the roof.', 'Just called the city to report more cars parking on Pearl Street without permits. We need to take a stand.', ""woke up to a street full of cars parking on Pearl Street without permits. Guess some people think the rules don't apply to them."", 'Got a call from parking enforcement, looks like residents are finally getting fed up with this on Pearl Street.', 'Parking enforcement did a sweep of Pearl Street but I']"
200,Brooklyn,139,"POLYGON ((-73.99070322092639 40.68875035762872, -73.99070302957661 40.69012274262093, -73.99250598845698 40.69012287415301, -73.99250614269835 40.68875048915813, -73.99070322092639 40.68875035762872))",0.899333333,0,2025-03-19 07:30:00,Department of Transportation,Traffic Signal Condition,Controller,,,"['Just got stuck at the traffic signal again, the controller seems to be malfunctioning.', ""Just witnessed the traffic light controller fail, good thing I was stopped or it would've been chaos."", ""Frustrating commute, the traffic controller on my usual street isn't working properly."", 'Just had to wait for ages at a red light, guess the controller was the issue.', ""Hoping the traffic control system gets fixed soon, it's getting old waiting for these signals."", 'Ran into another corrupted traffic signal today, time to contact the authorities about it.', 'Need to report the faulty traffic controller to someone, getting fed up with these delays.', 'Just had the most annoying commute due to a traffic controller issue.', 'Still waiting for this traffic signal controller to get fixed, just one more day.']"
201,Brooklyn,97,"POLYGON ((-73.95087214522715 40.69064093691866, -73.95087113403069 40.692013321377466, -73.95267414377706 40.69201407695481, -73.95267511786304 40.69064169248059, -73.95087214522715 40.69064093691866))",0.6745,0,2024-12-11 13:15:00,New York City Police Department,Abandoned Vehicle,With License Plate,Street/Sidewalk,KOSCIUSZKO STREET,"['Just saw a car abandoned on KOSCIUSZKO STREET. Anyone know who it belongs to? Has a distinctive license plate.', ""There's a car just parked on KOSCIUSZKO STREET and it's been there for days. Should it be removed?"", 'KOSCIUSZKO STREET abandoned car with a notable license plate. Anyone know how to get it towed?']"
202,Brooklyn,87,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.767534483,0,2025-06-01 14:00:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"[""I'm so tired of driving down Old Fulton Street and seeing cars blocking the sidewalk. It's a hazard for pedestrians."", 'Illegal parking on Old Fulton Street is a major issue. Blocked sidewalks are a danger to everyone.', 'People need to start respecting the rules on Old Fulton Street. Parking in no parking zones and blocking sidewalks is unacceptable.']"
203,Brooklyn,99,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",1.046637931,1,2025-06-01 15:30:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,OLD FULTON STREET,"[""Just got a parking ticket on Old Fulton St for a sign I didn't even know existed."", 'Got a parking ticket today for allegedly violating a posted sign on my car.', ""Frustrated with the city for handing out tickets for a sign that wasn't even clear.""]"
204,Brooklyn,93,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.907086207,0,2025-06-01 16:45:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"[""Folks need to stop parking on Old Fulton St. I'm almost run over every day walking to work."", 'Just had to walk down the middle of the road because some idiot parked in the middle of the sidewalk on Old Fulton St.', 'I swear every time I walk down Old Fulton St someone is parked in the crosswalk. Is nobody looking at the signs?', 'Oh great, another day another car parked on Old Fulton St sidewalk. Need to report it again.', ""People on Old Fulton St can't even be bothered to park in the parking spots. Sidewalk is completely blocked now.""]"
205,Brooklyn,100,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",1.069896552,1,2025-06-01 21:00:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"[""Just got yelled at for taking a photo of a car blocking the sidewalk on Old Fulton St. Guess I'm a jerk for documenting it."", ""There's a constant problem with cars parking on Old Fulton St and blocking the sidewalk. When are we gonna get some enforcement?"", 'Just witnessed someone parking illegally on Old Fulton St and now the sidewalk is blocked again. When will it stop?', 'Crazy how one car can make a huge difference on a sidewalk like Old Fulton St. Always gets backed up because of one inconsiderate driver.']"
206,Brooklyn,46,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",-0.186068966,0,2025-06-01 23:15:00,New York City Police Department,Illegal Parking,Commercial Overnight Parking,Street/Sidewalk,WATER STREET,"[""I live on Water Street and can't take it anymore, people parking their commercial vehicles overnight everywhere."", 'Commercial parking overnight is supposed to be illegal on Water Street but nobody seems to care.', ""Can't complain about the economic growth but the parking situation on Water Street is getting ridiculous because of commercial vehicles.""]"
207,Brooklyn,108,"POLYGON ((-73.99070322092639 40.68875035762872, -73.99070302957661 40.69012274262093, -73.99250598845698 40.69012287415301, -73.99250614269835 40.68875048915813, -73.99070322092639 40.68875035762872))",0.20235,0,2025-03-23 11:45:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,COURT STREET,"['Driving down Court Street today and noticed cars parked all over the place with no regard for the signs. Annoying for those of us who follow the rules.', ""Got a $50 parking ticket on Court Street for ignoring the posted signs. Guess some people think the rules don't apply to them.""]"
208,Brooklyn,99,"POLYGON ((-73.94735937803709 40.689933069369935, -73.94735829454902 40.691305453918744, -73.94916128511333 40.69130626453192, -73.9491623314917 40.68993387996656, -73.94735937803709 40.689933069369935))",0.174064516,0,2024-12-03 19:45:00,Department of Transportation,Street Condition,Blocked - Construction,Street,MARCY AVENUE,"[""Marcy Avenue is a total nightmare right now. I don't know how much longer I can deal with being redirected through every other street."", ""Marcy Avenue is blocked by construction. Can't even get to my favorite coffee shop anymore.""]"
209,Brooklyn,99,"POLYGON ((-73.94735937803709 40.689933069369935, -73.94735829454902 40.691305453918744, -73.94916128511333 40.69130626453192, -73.9491623314917 40.68993387996656, -73.94735937803709 40.689933069369935))",0.174064516,0,2024-12-03 19:45:00,Department of Transportation,Street Condition,Blocked - Construction,Street,MARCY AVENUE,"['Marcy Avenue is a nightmare right now due to construction.', 'Marcy Avenue has been blocked for a while now, wish they would finish already.']"
210,Brooklyn,92,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.883827586,0,2025-06-04 16:00:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"[""Can't believe some people won't move their cars when they're blocking the entire sidewalk on OLD FULTON STREET."", ""Walking down OLD FULTON STREET and people are just parking wherever they feel like it, don't care about anyone else."", ""I'm so fed up with the lack of respect for pedestrians on OLD FULTON STREET, it's honestly a safety hazard."", ""Walking on OLD FULTON STREET is like dodging cars because some people can't even park their cars on the actual street.""]"
211,Brooklyn,91,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.860568966,0,2025-06-04 18:00:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"[""Fed up with the cars parked on Old Fulton Street - they're blocking the sidewalk and causing problems for drivers and pedestrians."", ""Saw yet another car double parked on Old Fulton Street today - it's like no one cares about the rules or other people's safety."", 'Cars parked on the sidewalk on Old Fulton Street are causing a big issue - I wish the city would do something about it.']"
212,Brooklyn,50,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",-0.093034483,0,2025-06-05 11:30:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"['Just had to navigate around a car parked on Old Fulton Street, blocking the entire sidewalk. Not exactly the safest approach.', 'Fed up with cars parking on Old Fulton Street without regard for pedestrian space. Whoever owns this car should know better.', 'Half the sidewalk is blocked by a car parked on Old Fulton Street - did the owner even think about the pedestrians?', 'Old Fulton Street just got a lot more frustrating. Cars parked on the sidewalk making it hard to walk. Someone needs to take action.']"
213,Brooklyn,70,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.372137931,0,2025-06-05 11:45:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WATER STREET,"[""People can't even follow a simple parking sign on Water Street. Unreal."", 'Another night, another illegally parked car on Water Street. Residents have lives too you know.']"
214,Brooklyn,92,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.883827586,0,2025-06-05 14:00:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WATER STREET,"[""I'm getting sick of people parking illegally on Water Street. The signs are clear, but nobody seems to care about the rules."", ""Just got another parking ticket on Water Street... Seriously, can't people read the signs?""]"
215,Brooklyn,76,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.511689655,0,2025-06-05 14:45:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"['Just saw someone park on Old Fulton St and block the entire sidewalk, seriously get a ticket already.', ""Fed up with people parking on Old Fulton St and blocking the sidewalk, can't even walk without tripping over cars."", ""Old Fulton St is turning into a parking lot and it's getting ridiculous, can't even walk down the street without having to walk around cars.""]"
216,Brooklyn,76,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.511689655,0,2025-06-05 14:45:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WATER STREET,"['Just got my street sign ripped down for reporting an illegal parking offender on Water Street. Nothing like a taste of gratitude.', 'People always say honesty is the best policy, I guess they lied.', 'Currently dealing with the aftermath of reporting an illegal parker on Water Street. Not exactly how I envisioned my Tuesday.']"
217,Brooklyn,93,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.907086207,0,2025-06-05 15:30:00,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,ELIZABETH PLACE,"[""I'm getting frustrated with the constant parking on Elizabeth Place, it's blocking the bike lane."", ""People need to respect the bike lane on Elizabeth Place, it's not a parking spot."", ""Can't believe the cars are still parking on Elizabeth Place, blocking the bike lane every day.""]"
218,Brooklyn,124,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",1.628103448,1,2025-06-05 15:45:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"['Just got blocked in by an illegally parked car on Old Fulton Street. Frustrating.', ""Someone please move your vehicle on Old Fulton Street, people have to get where they're going.""]"
219,Bronx,126,"POLYGON ((-73.84214963396792 40.858153875054015, -73.84214637675906 40.859526222761566, -73.84395392515691 40.85952868162896, -73.84395714506833 40.858156333871264, -73.84214963396792 40.858153875054015))",1.287681818,1,2025-04-21 11:15:00,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,EASTCHESTER ROAD,"['Stuck in front of my house on Eastchester Road due to blocked driveway, having some issues with access.', ""Can't even get my car out because of a blocked driveway on Eastchester Road, hope someone comes to clear it soon.""]"
220,Brooklyn,122,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",1.581586207,1,2025-06-05 18:15:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"['Fed up with cars parking on Old Fulton St, blocking the sidewalk. When will something be done about this?', ""Drivers on Old Fulton St need to know that parking on the sidewalk is illegal and inconsiderate. Let's get some enforcement going!""]"
221,Brooklyn,122,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",1.581586207,1,2025-06-05 18:15:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WATER STREET,"['Just got another bill in the mail for posted parking sign violation on Water Street. When will people learn to follow the rules?', 'Received my fifth bill this month for parking issues on Water Street. Bigger problem than I thought it was.']"
222,Manhattan,167,"POLYGON ((-73.93462499666411 40.827749261818816, -73.9346236482806 40.82912161854751, -73.9364303730979 40.8291226286245, -73.93643168421787 40.8277502718752, -73.93462499666411 40.827749261818816))",0.277735294,0,2024-03-05 09:45:00,Department of Transportation,Traffic Signal Condition,Controller,,,"[""Traffic just crawls by our street's signal because the controller's not responding to red and green light changes."", 'Just watched traffic signal go haywire on our street because some controller malfunctioned downtown.', ""Tried to get some work done but the traffic signal on my street's just sitting idle instead of controlling the flow of cars."", ""Not sure if it's the controller or something else but our street's traffic signal just won't work right.""]"
223,Brooklyn,34,"POLYGON ((-73.97893945369283 40.67664075110173, -73.97893902029553 40.67801313811022, -73.98074165175592 40.67801345395193, -73.9807420480583 40.67664106693698, -73.97893945369283 40.67664075110173))",-0.505875,0,2024-03-22 09:00:00,Department of Parks and Recreation,New Tree Request,For One Address,Street,5 AVENUE,"[""Just submitted a request for a new tree to be planted outside my building on 5 Avenue.\n\nI'm hoping to get a beautiful new tree planted outside my place on 5 Avenue.\n\nReally hoping the city approves my request for a new tree at my 5 Avenue address.""]"
224,Queens,216,"POLYGON ((-73.89614589404492 40.753643811402526, -73.89614375439905 40.75501618342046, -73.89794846849146 40.75501779638342, -73.8979505709567 40.75364542433258, -73.89614589404492 40.753643811402526))",1.646573529,1,2024-06-07 17:45:00,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,NORTHERN BOULEVARD,"[""Wish the city would fix Northern Boulevard, it's a nightmare to drive on these rough roads."", 'Just hit another pothole on Northern Boulevard, this is getting ridiculous.', 'I swear Northern Boulevard is only good for a decent shake down of your car now, need some road repairs ASAP.']"
225,Queens,50,"POLYGON ((-73.89614589404492 40.753643811402526, -73.89614375439905 40.75501618342046, -73.89794846849146 40.75501779638342, -73.8979505709567 40.75364542433258, -73.89614589404492 40.753643811402526))",-1.646573529,0,2024-06-08 06:30:00,Department of Transportation,Street Condition,Pothole,,,"['Just hit a massive pothole on the street and almost blew a tire, not safe to drive on.', 'Terrible pothole situation on the street, need to get it fixed soon.', ""Just got a flat tire because of the huge pothole on the street, who's responsible for maintenance around here?""]"
226,Manhattan,88,"POLYGON ((-73.93462499666411 40.827749261818816, -73.9346236482806 40.82912161854751, -73.9364303730979 40.8291226286245, -73.93643168421787 40.8277502718752, -73.93462499666411 40.827749261818816))",-0.767078431,0,2024-03-07 23:00:00,Department of Transportation,Street Sign - Dangling,Bus Stop,Street,MACOMBS PLACE,"['I just saw the street sign on Macombs Place swinging in the wind at the bus stop. Someone needs to fix that.', ""The street sign on Macombs Place is hanging down at the bus stop. Sooner or later it's gonna fall off."", ""There's a street sign on Macombs Place that's hanging by a thread near the bus stop. Please get a crew to fix it already.""]"
227,Queens,163,"POLYGON ((-73.89614589404492 40.753643811402526, -73.89614375439905 40.75501618342046, -73.89794846849146 40.75501779638342, -73.8979505709567 40.75364542433258, -73.89614589404492 40.753643811402526))",0.595147059,0,2024-06-10 08:00:00,Department of Transportation,Street Condition,Pothole,,,"[""Just hit another pothole on my morning commute, can't believe how bad the road conditions are getting around here."", ""Need to get this pothole fixed ASAP, it's causing some serious damage to my car.""]"
228,Bronx,65,"POLYGON ((-73.8400522681409 40.85462383716716, -73.84004896782857 40.85599618566797, -73.84185642021284 40.85599867739687, -73.84185968323169 40.85462632884524, -73.8400522681409 40.85462383716716))",3.0,2,2024-03-06 09:00:00,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,RHINELANDER AVENUE,"[""Frustrated on Rhinelander Ave. Can't get full access to my driveway, anyone know if city is going to help with this issue."", 'Calling all Rhinelander Ave neighbors. Has anyone else dealt with partial driveway access? Seeking advice on next steps to clear up this mess.']"
229,Manhattan,285,"POLYGON ((-73.93291959036472 40.827414501543075, -73.93291820681355 40.82878685832842, -73.9347249225151 40.82878789512412, -73.93472626880308 40.82741553831763, -73.93291959036472 40.827414501543075))",0.800254237,0,2024-11-05 11:30:00,Department of Transportation,Street Light Condition,Street Light Out,,MACOMBS DAM BRIDGE,"['The street light on Macombs Dam Bridge is out of order, super annoying.', 'I just noticed the street light on Macombs Dam Bridge is not working, gonna be a dark walk home tonight.']"
230,Queens,158,"POLYGON ((-73.89614589404492 40.753643811402526, -73.89614375439905 40.75501618342046, -73.89794846849146 40.75501779638342, -73.8979505709567 40.75364542433258, -73.89614589404492 40.753643811402526))",0.495955882,0,2024-06-07 17:45:00,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,NORTHERN BOULEVARD,"[""I've been driving up and down Northern Blvd for years and it's getting worse, rough roads everywhere\n\nNorthern Blvd needs some serious repair, gotta slow down to avoid potholes now""]"
231,Queens,109,"POLYGON ((-73.89614589404492 40.753643811402526, -73.89614375439905 40.75501618342046, -73.89794846849146 40.75501779638342, -73.8979505709567 40.75364542433258, -73.89614589404492 40.753643811402526))",-0.476117647,0,2024-06-08 06:30:00,Department of Transportation,Street Condition,Pothole,,,['Just hit another pothole on nan and my tire is flat now.\n\nPotholes everywhere on nan need to get fixed already.']
232,Manhattan,201,"POLYGON ((-73.93462499666411 40.827749261818816, -73.9346236482806 40.82912161854751, -73.9364303730979 40.8291226286245, -73.93643168421787 40.8277502718752, -73.93462499666411 40.827749261818816))",0.727401961,0,2024-03-05 09:45:00,Department of Transportation,Traffic Signal Condition,Controller,,,"[""I'm stuck at this street with a red light that won't turn green, I've got a bad feeling about the traffic controller."", ""Traffic light has been on red for ages and I think it's because of the traffic controller here, not a great sign.""]"
233,Queens,107,"POLYGON ((-73.78723589990896 40.75719526523374, -73.78723151622326 40.7585676334596, -73.78903632253046 40.758570952729194, -73.7890406690319 40.75719858443559, -73.78723589990896 40.75719526523374))",-0.442506369,0,2024-11-16 21:45:00,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,193 STREET,"['I just noticed the tree on 193 Street is in bad shape, the branch is cracked and could fall anytime.', 'Someone needs to check the tree on 193 Street before a branch gives way and hurts someone.', ""I'm getting worried about the tree on 193 Street, its branch is cracked and I'm concerned it will collapse at any moment.""]"
234,Brooklyn,120,"POLYGON ((-73.97768430166774 40.68339112128719, -73.97768384239461 40.68476350715659, -73.97948665633055 40.68476384266147, -73.97948707850122 40.683391456785245, -73.97768430166774 40.68339112128719))",1.074203704,1,2024-11-09 14:45:00,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,ATLANTIC AVENUE,"[""I'm so done with the double parked car on Atlantic Ave, blocking traffic because of their laziness."", ""People on Atlantic Ave need to stop double parking, it's just dangerous and inconsiderate."", 'Just got stuck behind a car that decided to park in the middle of Atlantic Ave, nice job.', 'Double parked on Atlantic Ave again, because who needs to follow the rules?']"
235,Manhattan,110,"POLYGON ((-73.93462499666411 40.827749261818816, -73.9346236482806 40.82912161854751, -73.9364303730979 40.8291226286245, -73.93643168421787 40.8277502718752, -73.93462499666411 40.827749261818816))",-0.476117647,0,2024-03-07 23:00:00,Department of Transportation,Street Sign - Dangling,Bus Stop,Street,MACOMBS PLACE,"[""I'm getting on the bus on Macombs Place but the street sign is hanging off the pole."", 'This dangling street sign is going to come crashing down on someone.', 'Macombs Place bus stop just got a little more exciting with a loose street sign.']"
236,Brooklyn,275,"POLYGON ((-73.97623660930242 40.682929495218104, -73.97623612023814 40.68430188115971, -73.97803892168663 40.68430223934618, -73.978039373649 40.682929853397276, -73.97623660930242 40.682929495218104))",1.349,1,2024-06-08 17:30:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,PACIFIC STREET,"['Fed up with cars blocking the sidewalk on Pacific Street. People need to be more considerate of pedestrians.', 'Just had to navigate through a packed sidewalk on Pacific because of inconsiderate parking. Really frustrating.']"
237,Brooklyn,187,"POLYGON ((-73.97623660930242 40.682929495218104, -73.97623612023814 40.68430188115971, -73.97803892168663 40.68430223934618, -73.978039373649 40.682929853397276, -73.97623660930242 40.682929495218104))",-0.346885714,0,2024-06-05 11:45:00,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,ATLANTIC AVENUE,"['Ugh, stuck on Atlantic Avenue, what a nightmare.', 'Traffic on Atlantic is paralyzing, just trying to get home.']"
238,Brooklyn,226,"POLYGON ((-73.97623660930242 40.682929495218104, -73.97623612023814 40.68430188115971, -73.97803892168663 40.68430223934618, -73.978039373649 40.682929853397276, -73.97623660930242 40.682929495218104))",0.4047,0,2024-06-06 20:45:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,PACIFIC STREET,"[""Just saw someone parked on Pacific Street and completely blocking the sidewalk, can't even walk by."", 'Fed up with people parking on Pacific Street and blocking the entire sidewalk, pretty inconsiderate if you ask me.', ""Need to get people to stop parking on Pacific Street, it's a major safety hazard - they're taking up the whole sidewalk.""]"
239,Brooklyn,11,"POLYGON ((-73.86701163197326 40.67267931091384, -73.86700889541765 40.67405169703717, -73.86881141782858 40.674053766490644, -73.86881411729382 40.672681380325095, -73.86701163197326 40.67267931091384))",-1.438933333,0,2024-03-26 01:30:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,HEMLOCK STREET,"[""Fed up with having no access to my driveway on Hemlock Street, it's been like this for weeks with no resolution in sight."", 'Just got blocked out of my home by a parked car on Hemlock Street, someone needs to sort this out ASAP.']"
240,Brooklyn,7,"POLYGON ((-73.86701163197326 40.67267931091384, -73.86700889541765 40.67405169703717, -73.86881141782858 40.674053766490644, -73.86881411729382 40.672681380325095, -73.86701163197326 40.67267931091384))",-1.6188,0,2024-03-26 01:30:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,HEMLOCK STREET,"[""Blocked driveway on Hemlock Street, can't even get into my own house."", ""Can't get into my driveway on Hemlock Street, getting really frustrated now.""]"
241,Brooklyn,99,"POLYGON ((-73.99621598209588 40.67915511976305, -73.996215904223 40.680527506389666, -73.99801860369261 40.68052755155368, -73.99801864446775 40.67915516492614, -73.99621598209588 40.67915511976305))",0.43516129,0,2024-05-16 13:00:00,Department of Transportation,Broken Parking Meter,No Receipt,Street,COURT STREET,"[""Just got a parking ticket on Court Street, but the meter was clearly broken, no receipt was issued. Something's not right."", ""There's a broken parking meter on Court Street that I'm pretty sure hasn't been working for a while now. No surprise I got a ticket.""]"
242,Brooklyn,96,"POLYGON ((-73.99621598209588 40.67915511976305, -73.996215904223 40.680527506389666, -73.99801860369261 40.68052755155368, -73.99801864446775 40.67915516492614, -73.99621598209588 40.67915511976305))",0.369887097,0,2024-05-17 14:00:00,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,1 PLACE,"[""Urgent issue on 1 PLACE, the tree needs some TLC, it's barely holding on in its current state."", ""Just drove by 1 PLACE and was shocked to see the state of the tree, it's alive but needs help ASAP.""]"
243,Queens,61,"POLYGON ((-73.86030453146239 40.75827795394664, -73.86030165319804 40.75965032425858, -73.86210649183987 40.759652498751464, -73.8621093329185 40.75828012839516, -73.86030453146239 40.75827795394664))",0.8094,0,2024-03-13 17:00:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,107 STREET,"[""Just got out of my car and someone's parked in front of my house on 107 STREET, can't even get into my driveway now."", 'Old lady on 107 STREET is blocking my driveway again, really frustrating.', ""No access to my house today because someone's vehicle is parked in front of it on 107 STREET.""]"
