Time,Temperature,Condition,Wind,Humidity,Pressure,Visibility,day,month
,22 °C,Fog.,No wind,90%,1017 mbar,8 km,25,9
,21 °C,Light rain. Mostly cloudy.,9 km/h,90%,1018 mbar,13 km,25,9
,21 °C,Fog.,7 km/h,90%,1018 mbar,10 km,25,9
,21 °C,Fog.,6 km/h,90%,1016 mbar,8 km,25,9
,22 °C,Fog.,7 km/h,90%,1017 mbar,8 km,25,9
,22 °C,Fog.,No wind,90%,1015 mbar,6 km,25,9
,22 °C,Fog.,N/A,93%,1014 mbar,6 km,25,9
,22 °C,Fog.,No wind,91%,1014 mbar,8 km,25,9
,22 °C,Rain. Fog.,11 km/h,91%,1015 mbar,3 km,25,9
,22 °C,Fog.,6 km/h,91%,1015 mbar,6 km,25,9
,22 °C,Fog.,No wind,93%,1015 mbar,6 km,25,9
,22 °C,Fog.,N/A,93%,1015 mbar,8 km,25,9
,22 °C,Fog.,6 km/h,93%,1014 mbar,8 km,25,9
,22 °C,Cloudy.,7 km/h,90%,1015 mbar,13 km,25,9
,22 °C,Fog.,N/A,90%,1015 mbar,8 km,25,9
,22 °C,Fog.,11 km/h,93%,1015 mbar,8 km,25,9
,22 °C,Fog.,7 km/h,93%,1015 mbar,5 km,25,9
,22 °C,Fog.,6 km/h,93%,1014 mbar,5 km,25,9
,22 °C,Fog.,6 km/h,93%,1014 mbar,3 km,25,9
,22 °C,Fog.,6 km/h,91%,1014 mbar,4 km,25,9
,22 °C,Light rain. Fog.,9 km/h,93%,1013 mbar,3 km,25,9
,23 °C,Fog.,N/A,94%,1013 mbar,4 km,25,9
,23 °C,Light rain. Fog.,N/A,94%,1013 mbar,2 km,25,9
,23 °C,Rain. Fog.,6 km/h,94%,1013 mbar,1 km,25,9
,23 °C,Light rain. Fog.,6 km/h,94%,1013 mbar,6 km,25,9
,23 °C,Light rain. Fog.,6 km/h,94%,1013 mbar,4 km,25,9
,23 °C,Light rain. Fog.,7 km/h,94%,1012 mbar,3 km,25,9
,23 °C,Light rain. Fog.,6 km/h,91%,1011 mbar,5 km,25,9
,23 °C,Light rain. Fog.,6 km/h,94%,1012 mbar,3 km,25,9
,23 °C,Fog.,No wind,91%,1011 mbar,4 km,25,9
,23 °C,Fog.,No wind,91%,1010 mbar,4 km,25,9
,23 °C,Fog.,No wind,91%,1010 mbar,5 km,25,9
,23 °C,Fog.,9 km/h,94%,1010 mbar,5 km,25,9
,23 °C,Fog.,6 km/h,94%,1009 mbar,6 km,25,9
,23 °C,Fog.,7 km/h,91%,1009 mbar,6 km,25,9
,24 °C,Fog.,N/A,90%,1008 mbar,8 km,25,9
,24 °C,Fog.,7 km/h,90%,1008 mbar,10 km,25,9
,24 °C,Mostly cloudy.,No wind,88%,1007 mbar,13 km,25,9
,24 °C,Broken clouds.,7 km/h,88%,1006 mbar,13 km,25,9
,24 °C,Passing clouds.,6 km/h,85%,1006 mbar,16 km,25,9
,24 °C,Passing clouds.,7 km/h,82%,1006 mbar,16 km,25,9
,25 °C,Passing clouds.,9 km/h,79%,1006 mbar,16 km,25,9
,25 °C,Mostly cloudy.,9 km/h,77%,1007 mbar,16 km,25,9
,24 °C,Mostly cloudy.,7 km/h,79%,1007 mbar,16 km,25,9
,23 °C,Light rain. Passing clouds.,11 km/h,79%,1008 mbar,16 km,25,9
,23 °C,Passing clouds.,7 km/h,79%,1008 mbar,16 km,25,9
,22 °C,Clear.,6 km/h,78%,1008 mbar,16 km,25,9
,21 °C,Clear.,No wind,84%,1008 mbar,16 km,26,9
,21 °C,Clear.,6 km/h,81%,1008 mbar,16 km,26,9
,21 °C,Clear.,N/A,84%,1008 mbar,16 km,26,9
,21 °C,Clear.,6 km/h,84%,1008 mbar,16 km,26,9
,21 °C,Clear.,6 km/h,81%,1008 mbar,16 km,26,9
,20 °C,Clear.,No wind,84%,1008 mbar,16 km,26,9
,21 °C,Sunny.,No wind,81%,1009 mbar,16 km,26,9
,21 °C,Sunny.,6 km/h,79%,1010 mbar,16 km,26,9
,21 °C,Sunny.,No wind,79%,1010 mbar,16 km,26,9
,22 °C,Sunny.,9 km/h,73%,1010 mbar,16 km,26,9
,23 °C,Sunny.,9 km/h,67%,1010 mbar,16 km,26,9
,24 °C,Sunny.,No wind,58%,1010 mbar,16 km,26,9
,27 °C,Sunny.,7 km/h,51%,1010 mbar,16 km,26,9
,26 °C,Passing clouds.,9 km/h,48%,1009 mbar,16 km,26,9
,27 °C,Passing clouds.,6 km/h,45%,1009 mbar,16 km,26,9
,27 °C,Scattered clouds.,9 km/h,42%,1009 mbar,16 km,26,9
,26 °C,Sunny.,7 km/h,47%,1009 mbar,16 km,26,9
,26 °C,Sunny.,6 km/h,45%,1010 mbar,16 km,26,9
,25 °C,Clear.,6 km/h,44%,1011 mbar,16 km,26,9
,24 °C,Clear.,No wind,47%,1011 mbar,16 km,26,9
,24 °C,Clear.,No wind,48%,1011 mbar,16 km,26,9
,24 °C,Clear.,No wind,52%,1012 mbar,16 km,26,9
,23 °C,Clear.,6 km/h,53%,1012 mbar,16 km,26,9
,22 °C,Clear.,No wind,59%,1013 mbar,16 km,26,9
,21 °C,Clear.,No wind,61%,1013 mbar,16 km,27,9
,21 °C,Clear.,No wind,64%,1013 mbar,16 km,27,9
,20 °C,Clear.,No wind,70%,1013 mbar,16 km,27,9
,19 °C,Clear.,No wind,73%,1013 mbar,16 km,27,9
,19 °C,Clear.,No wind,76%,1014 mbar,16 km,27,9
,20 °C,Clear.,No wind,70%,1014 mbar,16 km,27,9
,19 °C,Sunny.,No wind,75%,1015 mbar,16 km,27,9
,19 °C,Sunny.,6 km/h,81%,1015 mbar,16 km,27,9
,21 °C,Sunny.,7 km/h,71%,1016 mbar,16 km,27,9
,23 °C,Sunny.,7 km/h,62%,1016 mbar,16 km,27,9
,24 °C,Sunny.,No wind,55%,1016 mbar,16 km,27,9
,24 °C,Sunny.,9 km/h,52%,1016 mbar,16 km,27,9
,26 °C,Sunny.,No wind,52%,1015 mbar,16 km,27,9
,26 °C,Sunny.,6 km/h,52%,1015 mbar,16 km,27,9
,26 °C,Sunny.,No wind,50%,1014 mbar,16 km,27,9
,26 °C,Sunny.,No wind,54%,1014 mbar,16 km,27,9
,24 °C,Sunny.,6 km/h,52%,1014 mbar,16 km,27,9
,24 °C,Sunny.,No wind,54%,1014 mbar,16 km,27,9
,23 °C,Clear.,No wind,56%,1015 mbar,16 km,27,9
,23 °C,Clear.,No wind,56%,1015 mbar,16 km,27,9
,23 °C,Passing clouds.,No wind,57%,1015 mbar,16 km,27,9
,21 °C,Light rain. Passing clouds.,No wind,71%,1015 mbar,16 km,27,9
,22 °C,Overcast.,No wind,64%,1015 mbar,16 km,27,9
,21 °C,Light rain. Overcast.,No wind,73%,1016 mbar,16 km,27,9
,19 °C,Overcast.,No wind,81%,1015 mbar,16 km,28,9
,19 °C,Light rain. Passing clouds.,No wind,85%,1015 mbar,16 km,28,9
,18 °C,Light rain. Mostly cloudy.,6 km/h,87%,1015 mbar,16 km,28,9
,18 °C,Light rain. Overcast.,No wind,87%,1016 mbar,11 km,28,9
,18 °C,Light rain. Fog.,No wind,91%,1016 mbar,8 km,28,9
,18 °C,Passing clouds.,6 km/h,91%,1016 mbar,13 km,28,9
,18 °C,Fog.,No wind,91%,1017 mbar,8 km,28,9
,18 °C,Fog.,6 km/h,91%,1018 mbar,8 km,28,9
,19 °C,Sunny.,No wind,87%,1018 mbar,16 km,28,9
,20 °C,Sunny.,6 km/h,87%,1018 mbar,16 km,28,9
,22 °C,Sunny.,6 km/h,71%,1018 mbar,16 km,28,9
,23 °C,Sunny.,9 km/h,62%,1018 mbar,16 km,28,9
,25 °C,Sunny.,6 km/h,58%,1018 mbar,16 km,28,9
,26 °C,Sunny.,N/A,52%,1018 mbar,16 km,28,9
,27 °C,Sunny.,6 km/h,54%,1017 mbar,16 km,28,9
,28 °C,Sunny.,No wind,48%,1016 mbar,16 km,28,9
,27 °C,Sunny.,6 km/h,49%,1017 mbar,16 km,28,9
,27 °C,Sunny.,6 km/h,45%,1017 mbar,16 km,28,9
,24 °C,Clear.,6 km/h,67%,1018 mbar,16 km,28,9
,23 °C,Clear.,6 km/h,71%,1018 mbar,16 km,28,9
,22 °C,Clear.,No wind,81%,1019 mbar,16 km,28,9
,22 °C,Clear.,No wind,78%,1019 mbar,16 km,28,9
,22 °C,Clear.,No wind,78%,1020 mbar,16 km,28,9
,22 °C,Clear.,No wind,68%,1020 mbar,16 km,28,9
,22 °C,Clear.,7 km/h,68%,1020 mbar,16 km,29,9
,22 °C,Clear.,6 km/h,73%,1021 mbar,16 km,29,9
,22 °C,Clear.,6 km/h,61%,1021 mbar,16 km,29,9
,22 °C,Clear.,6 km/h,61%,1021 mbar,16 km,29,9
,21 °C,Clear.,9 km/h,61%,1022 mbar,16 km,29,9
,19 °C,Clear.,9 km/h,66%,1022 mbar,16 km,29,9
,19 °C,Sunny.,6 km/h,61%,1023 mbar,16 km,29,9
,20 °C,Sunny.,9 km/h,61%,1024 mbar,16 km,29,9
,23 °C,Sunny.,13 km/h,46%,1024 mbar,16 km,29,9
,23 °C,Sunny.,17 km/h,41%,1024 mbar,16 km,29,9
,23 °C,Sunny.,9 km/h,46%,1024 mbar,16 km,29,9
,25 °C,Sunny.,9 km/h,40%,1024 mbar,16 km,29,9
,25 °C,Sunny.,9 km/h,42%,1023 mbar,16 km,29,9
,24 °C,Sunny.,6 km/h,48%,1022 mbar,16 km,29,9
,24 °C,Sunny.,7 km/h,47%,1022 mbar,16 km,29,9
,24 °C,Sunny.,6 km/h,48%,1022 mbar,16 km,29,9
,23 °C,Sunny.,6 km/h,50%,1022 mbar,16 km,29,9
,22 °C,Clear.,No wind,52%,1022 mbar,16 km,29,9
,22 °C,Clear.,No wind,51%,1022 mbar,16 km,29,9
,21 °C,Clear.,No wind,53%,1022 mbar,16 km,29,9
,21 °C,Clear.,No wind,55%,1022 mbar,16 km,29,9
,21 °C,Clear.,No wind,59%,1022 mbar,16 km,29,9
,21 °C,Clear.,6 km/h,64%,1021 mbar,16 km,29,9
,21 °C,Clear.,7 km/h,59%,1021 mbar,16 km,30,9
,20 °C,Clear.,6 km/h,65%,1021 mbar,16 km,30,9
,19 °C,Clear.,No wind,66%,1020 mbar,16 km,30,9
,19 °C,Clear.,No wind,66%,1019 mbar,16 km,30,9
,19 °C,Clear.,No wind,65%,1020 mbar,16 km,30,9
,18 °C,Clear.,No wind,70%,1020 mbar,16 km,30,9
,18 °C,Sunny.,No wind,73%,1020 mbar,16 km,30,9
,19 °C,Sunny.,6 km/h,70%,1020 mbar,16 km,30,9
,21 °C,Sunny.,6 km/h,59%,1019 mbar,16 km,30,9
,22 °C,Sunny.,9 km/h,45%,1019 mbar,16 km,30,9
,22 °C,Sunny.,11 km/h,46%,1019 mbar,16 km,30,9
,23 °C,Sunny.,No wind,45%,1019 mbar,16 km,30,9
,25 °C,Sunny.,No wind,40%,1018 mbar,16 km,30,9
,27 °C,Sunny.,13 km/h,30%,1018 mbar,16 km,30,9
,27 °C,Sunny.,6 km/h,29%,1017 mbar,16 km,30,9
,26 °C,Sunny.,9 km/h,35%,1017 mbar,16 km,30,9
,26 °C,Sunny.,11 km/h,37%,1017 mbar,16 km,30,9
,25 °C,Sunny.,6 km/h,42%,1017 mbar,16 km,30,9
,24 °C,Clear.,9 km/h,42%,1017 mbar,16 km,30,9
,23 °C,Clear.,11 km/h,50%,1018 mbar,16 km,30,9
,22 °C,Passing clouds.,15 km/h,52%,1018 mbar,16 km,30,9
,22 °C,Clear.,11 km/h,41%,1018 mbar,16 km,30,9
,21 °C,Passing clouds.,15 km/h,37%,1018 mbar,16 km,30,9
,20 °C,Passing clouds.,17 km/h,39%,1018 mbar,16 km,30,9
,19 °C,Passing clouds.,15 km/h,42%,1019 mbar,16 km,1,10
,18 °C,Clear.,19 km/h,37%,1019 mbar,16 km,1,10
,17 °C,Clear.,17 km/h,43%,1019 mbar,16 km,1,10
,16 °C,Clear.,20 km/h,42%,1020 mbar,16 km,1,10
,14 °C,Clear.,13 km/h,47%,1020 mbar,16 km,1,10
,14 °C,Clear.,11 km/h,49%,1020 mbar,16 km,1,10
,13 °C,Clear.,13 km/h,53%,1021 mbar,16 km,1,10
,13 °C,Sunny.,11 km/h,53%,1022 mbar,16 km,1,10
,14 °C,Sunny.,13 km/h,53%,1022 mbar,16 km,1,10
,16 °C,Sunny.,13 km/h,49%,1023 mbar,16 km,1,10
,17 °C,Sunny.,9 km/h,44%,1023 mbar,16 km,1,10
,17 °C,Sunny.,11 km/h,41%,1023 mbar,16 km,1,10
,18 °C,Sunny.,15 km/h,39%,1023 mbar,16 km,1,10
,19 °C,Sunny.,15 km/h,36%,1022 mbar,16 km,1,10
,21 °C,Sunny.,7 km/h,32%,1022 mbar,16 km,1,10
,21 °C,Sunny.,17 km/h,30%,1021 mbar,16 km,1,10
,20 °C,Sunny.,N/A,28%,1021 mbar,16 km,1,10
,19 °C,Sunny.,9 km/h,32%,1022 mbar,16 km,1,10
,19 °C,Clear.,9 km/h,34%,1022 mbar,16 km,1,10
,18 °C,Clear.,9 km/h,41%,1024 mbar,16 km,1,10
,17 °C,Clear.,13 km/h,37%,1025 mbar,16 km,1,10
,17 °C,Clear.,13 km/h,37%,1025 mbar,16 km,1,10
,16 °C,Clear.,9 km/h,39%,1026 mbar,16 km,1,10
,16 °C,Clear.,7 km/h,42%,1026 mbar,16 km,1,10
,15 °C,Clear.,9 km/h,42%,1027 mbar,16 km,2,10
,14 °C,Clear.,9 km/h,51%,1027 mbar,16 km,2,10
,13 °C,Passing clouds.,7 km/h,55%,1028 mbar,16 km,2,10
,13 °C,Clear.,7 km/h,58%,1028 mbar,16 km,2,10
,13 °C,Clear.,9 km/h,57%,1029 mbar,16 km,2,10
,13 °C,Clear.,9 km/h,57%,1030 mbar,16 km,2,10
,12 °C,Clear.,6 km/h,57%,1030 mbar,16 km,2,10
,12 °C,Sunny.,15 km/h,62%,1031 mbar,16 km,2,10
,13 °C,Sunny.,9 km/h,60%,1032 mbar,16 km,2,10
,14 °C,Passing clouds.,17 km/h,60%,1032 mbar,16 km,2,10
,16 °C,Sunny.,15 km/h,46%,1033 mbar,16 km,2,10
,16 °C,Sunny.,17 km/h,42%,1032 mbar,16 km,2,10
,17 °C,Sunny.,13 km/h,38%,1032 mbar,16 km,2,10
,18 °C,Sunny.,No wind,37%,1031 mbar,16 km,2,10
,18 °C,Sunny.,7 km/h,37%,1031 mbar,16 km,2,10
,18 °C,Sunny.,7 km/h,32%,1030 mbar,16 km,2,10
,18 °C,Sunny.,7 km/h,34%,1031 mbar,16 km,2,10
,17 °C,Sunny.,No wind,40%,1031 mbar,16 km,2,10
,16 °C,Clear.,6 km/h,50%,1031 mbar,16 km,2,10
,15 °C,Clear.,9 km/h,56%,1031 mbar,16 km,2,10
,14 °C,Clear.,N/A,60%,1031 mbar,16 km,2,10
,14 °C,Clear.,No wind,62%,1031 mbar,16 km,2,10
,14 °C,Clear.,No wind,60%,1031 mbar,16 km,3,10
,14 °C,Clear.,No wind,67%,1031 mbar,16 km,3,10
,13 °C,Clear.,6 km/h,67%,1030 mbar,16 km,3,10
,13 °C,Clear.,No wind,62%,1030 mbar,16 km,3,10
,13 °C,Clear.,No wind,67%,1030 mbar,16 km,3,10
,13 °C,Clear.,No wind,67%,1030 mbar,16 km,3,10
,12 °C,Clear.,No wind,69%,1030 mbar,16 km,3,10
,14 °C,Sunny.,No wind,62%,1030 mbar,16 km,3,10
,16 °C,Sunny.,N/A,56%,1029 mbar,16 km,3,10
,17 °C,Sunny.,11 km/h,54%,1029 mbar,16 km,3,10
,19 °C,Sunny.,11 km/h,49%,1028 mbar,16 km,3,10
,21 °C,Sunny.,11 km/h,44%,1027 mbar,16 km,3,10
,21 °C,Sunny.,N/A,42%,1026 mbar,16 km,3,10
,22 °C,Sunny.,6 km/h,42%,1025 mbar,16 km,3,10
,22 °C,Sunny.,No wind,41%,1024 mbar,16 km,3,10
,21 °C,Sunny.,7 km/h,45%,1024 mbar,16 km,3,10
,19 °C,Sunny.,N/A,51%,1024 mbar,16 km,3,10
,18 °C,Clear.,No wind,59%,1024 mbar,16 km,3,10
,18 °C,Clear.,6 km/h,63%,1024 mbar,16 km,3,10
,18 °C,Clear.,No wind,61%,1024 mbar,16 km,3,10
,18 °C,Clear.,6 km/h,58%,1024 mbar,16 km,3,10
,17 °C,Clear.,9 km/h,63%,1024 mbar,16 km,3,10
,17 °C,Clear.,N/A,62%,1024 mbar,16 km,3,10
,17 °C,Clear.,9 km/h,65%,1023 mbar,16 km,4,10
,16 °C,Clear.,9 km/h,67%,1023 mbar,16 km,4,10
,16 °C,Clear.,7 km/h,67%,1023 mbar,16 km,4,10
,16 °C,Clear.,7 km/h,69%,1022 mbar,16 km,4,10
,14 °C,Clear.,No wind,75%,1022 mbar,16 km,4,10
,15 °C,Clear.,6 km/h,72%,1023 mbar,16 km,4,10
,14 °C,Clear.,No wind,75%,1023 mbar,16 km,4,10
,15 °C,Sunny.,No wind,75%,1023 mbar,16 km,4,10
,17 °C,Sunny.,7 km/h,65%,1024 mbar,16 km,4,10
,18 °C,Sunny.,No wind,61%,1024 mbar,16 km,4,10
,21 °C,Sunny.,No wind,53%,1024 mbar,16 km,4,10
,23 °C,Sunny.,No wind,45%,1023 mbar,16 km,4,10
,26 °C,Sunny.,No wind,39%,1023 mbar,16 km,4,10
,27 °C,Sunny.,No wind,35%,1022 mbar,16 km,4,10
,27 °C,Sunny.,N/A,35%,1021 mbar,16 km,4,10
,27 °C,Sunny.,7 km/h,35%,1021 mbar,16 km,4,10
,26 °C,Sunny.,6 km/h,39%,1021 mbar,16 km,4,10
,25 °C,Sunny.,No wind,44%,1021 mbar,16 km,4,10
,23 °C,Clear.,6 km/h,50%,1022 mbar,16 km,4,10
,22 °C,Clear.,No wind,57%,1022 mbar,16 km,4,10
,22 °C,Clear.,No wind,61%,1023 mbar,16 km,4,10
,21 °C,Clear.,No wind,70%,1023 mbar,16 km,4,10
,21 °C,Clear.,No wind,73%,1023 mbar,16 km,4,10
,20 °C,Clear.,No wind,73%,1023 mbar,16 km,4,10
,21 °C,Clear.,No wind,66%,1023 mbar,16 km,5,10
,21 °C,Clear.,No wind,66%,1023 mbar,16 km,5,10
,19 °C,Clear.,No wind,73%,1023 mbar,16 km,5,10
,19 °C,Clear.,No wind,73%,1023 mbar,16 km,5,10
,18 °C,Clear.,No wind,73%,1024 mbar,16 km,5,10
,18 °C,Clear.,No wind,68%,1024 mbar,16 km,5,10
,18 °C,Clear.,No wind,78%,1025 mbar,16 km,5,10
,18 °C,Sunny.,No wind,81%,1026 mbar,13 km,5,10
,20 °C,Sunny.,No wind,73%,1026 mbar,13 km,5,10
,22 °C,Sunny.,No wind,59%,1026 mbar,13 km,5,10
,24 °C,Sunny.,No wind,55%,1026 mbar,14 km,5,10
,26 °C,Sunny.,No wind,50%,1026 mbar,13 km,5,10
,27 °C,Sunny.,7 km/h,44%,1026 mbar,11 km,5,10
,28 °C,Sunny.,6 km/h,33%,1025 mbar,16 km,5,10
,29 °C,Sunny.,7 km/h,31%,1025 mbar,16 km,5,10
,28 °C,Sunny.,No wind,32%,1024 mbar,16 km,5,10
,27 °C,Sunny.,6 km/h,41%,1024 mbar,16 km,5,10
,26 °C,Sunny.,No wind,46%,1024 mbar,16 km,5,10
,24 °C,Clear.,N/A,54%,1024 mbar,16 km,5,10
,23 °C,Clear.,No wind,57%,1024 mbar,16 km,5,10
,23 °C,Clear.,No wind,59%,1024 mbar,16 km,5,10
,22 °C,Clear.,No wind,64%,1025 mbar,16 km,5,10
,21 °C,Clear.,No wind,66%,1025 mbar,16 km,5,10
,21 °C,Clear.,No wind,61%,1025 mbar,16 km,5,10
,21 °C,Clear.,N/A,59%,1025 mbar,16 km,6,10
,19 °C,Clear.,6 km/h,61%,1025 mbar,16 km,6,10
,19 °C,Clear.,6 km/h,63%,1025 mbar,16 km,6,10
,19 °C,Clear.,6 km/h,65%,1025 mbar,16 km,6,10
,18 °C,Clear.,No wind,70%,1025 mbar,16 km,6,10
,18 °C,Clear.,No wind,73%,1025 mbar,16 km,6,10
,18 °C,Clear.,No wind,73%,1025 mbar,16 km,6,10
,18 °C,Sunny.,No wind,78%,1026 mbar,16 km,6,10
,19 °C,Sunny.,6 km/h,68%,1026 mbar,16 km,6,10
,21 °C,Sunny.,No wind,64%,1026 mbar,16 km,6,10
,22 °C,Sunny.,No wind,59%,1026 mbar,16 km,6,10
,24 °C,Sunny.,7 km/h,54%,1026 mbar,16 km,6,10
,26 °C,Sunny.,No wind,46%,1025 mbar,16 km,6,10
,26 °C,Sunny.,11 km/h,42%,1024 mbar,16 km,6,10
,26 °C,Sunny.,N/A,48%,1024 mbar,16 km,6,10
,25 °C,Sunny.,9 km/h,52%,1023 mbar,16 km,6,10
,24 °C,Sunny.,7 km/h,60%,1023 mbar,16 km,6,10
,22 °C,Sunny.,7 km/h,66%,1023 mbar,16 km,6,10
,21 °C,Clear.,N/A,68%,1023 mbar,16 km,6,10
,21 °C,Clear.,7 km/h,71%,1023 mbar,16 km,6,10
,21 °C,Clear.,6 km/h,76%,1023 mbar,16 km,6,10
,20 °C,Clear.,6 km/h,78%,1023 mbar,16 km,6,10
,20 °C,Clear.,6 km/h,76%,1023 mbar,16 km,6,10
,20 °C,Clear.,6 km/h,76%,1023 mbar,16 km,6,10
,20 °C,Clear.,11 km/h,73%,1023 mbar,16 km,7,10
,19 °C,Clear.,N/A,76%,1023 mbar,16 km,7,10
,19 °C,Clear.,7 km/h,79%,1022 mbar,16 km,7,10
,19 °C,Clear.,11 km/h,79%,1022 mbar,16 km,7,10
,19 °C,Clear.,No wind,79%,1022 mbar,16 km,7,10
,19 °C,Clear.,No wind,81%,1022 mbar,16 km,7,10
,19 °C,Clear.,7 km/h,81%,1022 mbar,16 km,7,10
,19 °C,Sunny.,7 km/h,79%,1022 mbar,16 km,7,10
,19 °C,Sunny.,6 km/h,79%,1022 mbar,16 km,7,10
,21 °C,Sunny.,6 km/h,71%,1022 mbar,16 km,7,10
,23 °C,Sunny.,N/A,64%,1022 mbar,16 km,7,10
,24 °C,Sunny.,N/A,60%,1021 mbar,16 km,7,10
,25 °C,Passing clouds.,N/A,56%,1020 mbar,16 km,7,10
,25 °C,Scattered clouds.,6 km/h,54%,1019 mbar,16 km,7,10
,26 °C,Passing clouds.,N/A,48%,1018 mbar,16 km,7,10
,26 °C,Passing clouds.,N/A,52%,1018 mbar,16 km,7,10
,25 °C,Scattered clouds.,N/A,58%,1018 mbar,16 km,7,10
,24 °C,Sunny.,N/A,64%,1017 mbar,16 km,7,10
,23 °C,Clear.,N/A,69%,1017 mbar,16 km,7,10
,23 °C,Clear.,N/A,64%,1017 mbar,16 km,7,10
,22 °C,Clear.,N/A,64%,1017 mbar,16 km,7,10
,22 °C,Passing clouds.,N/A,66%,1017 mbar,16 km,7,10
,22 °C,Clear.,N/A,66%,1017 mbar,16 km,7,10
,22 °C,Passing clouds.,N/A,68%,1016 mbar,16 km,7,10
,22 °C,Partly cloudy.,6 km/h,68%,1015 mbar,16 km,8,10
,21 °C,Mostly cloudy.,N/A,76%,1015 mbar,16 km,8,10
,20 °C,Passing clouds.,9 km/h,87%,1014 mbar,16 km,8,10
,21 °C,Passing clouds.,7 km/h,84%,1013 mbar,16 km,8,10
,22 °C,Mostly cloudy.,N/A,78%,1013 mbar,16 km,8,10
,21 °C,Light rain. Overcast.,7 km/h,81%,1014 mbar,11 km,8,10
,20 °C,Rain. Fog.,N/A,90%,1013 mbar,4 km,8,10
,21 °C,Overcast.,N/A,90%,1013 mbar,14 km,8,10
,21 °C,Mostly cloudy.,15 km/h,90%,1012 mbar,16 km,8,10
,20 °C,Light rain. Fog.,17 km/h,87%,1014 mbar,3 km,8,10
,18 °C,Light rain. Fog.,7 km/h,87%,1014 mbar,8 km,8,10
,18 °C,Light rain. Overcast.,N/A,91%,1014 mbar,13 km,8,10
,18 °C,Rain. Fog.,No wind,91%,1015 mbar,3 km,8,10
,18 °C,Light rain. More clouds than sun.,N/A,91%,1014 mbar,16 km,8,10
,18 °C,Light rain. Fog.,N/A,91%,1014 mbar,8 km,8,10
,16 °C,Light rain. Overcast.,9 km/h,90%,1015 mbar,16 km,8,10
,16 °C,Mostly cloudy.,11 km/h,83%,1015 mbar,16 km,8,10
,17 °C,More clouds than sun.,6 km/h,75%,1017 mbar,16 km,8,10
,18 °C,Mostly cloudy.,11 km/h,70%,1017 mbar,16 km,8,10
,18 °C,Scattered clouds.,11 km/h,59%,1017 mbar,16 km,8,10
,20 °C,Passing clouds.,No wind,51%,1016 mbar,16 km,8,10
,21 °C,Scattered clouds.,9 km/h,42%,1017 mbar,16 km,8,10
,21 °C,Passing clouds.,11 km/h,33%,1017 mbar,16 km,8,10
,19 °C,Sunny.,7 km/h,35%,1018 mbar,16 km,8,10
,18 °C,Clear.,9 km/h,32%,1020 mbar,16 km,8,10
,18 °C,Clear.,6 km/h,32%,1021 mbar,16 km,8,10
,17 °C,Clear.,N/A,41%,1022 mbar,16 km,8,10
,16 °C,Clear.,7 km/h,42%,1022 mbar,16 km,8,10
,16 °C,Clear.,7 km/h,46%,1024 mbar,16 km,8,10
,14 °C,Clear.,6 km/h,47%,1024 mbar,16 km,8,10
,14 °C,Clear.,N/A,51%,1024 mbar,16 km,9,10
,13 °C,Clear.,N/A,58%,1025 mbar,16 km,9,10
,13 °C,Clear.,N/A,59%,1025 mbar,16 km,9,10
,12 °C,Clear.,No wind,62%,1026 mbar,16 km,9,10
,12 °C,Passing clouds.,9 km/h,64%,1027 mbar,16 km,9,10
,12 °C,Overcast.,11 km/h,64%,1028 mbar,16 km,9,10
,12 °C,Passing clouds.,9 km/h,64%,1029 mbar,16 km,9,10
,11 °C,Sunny.,9 km/h,59%,1030 mbar,16 km,9,10
,11 °C,Sunny.,20 km/h,57%,1030 mbar,16 km,9,10
,12 °C,Sunny.,26 km/h,48%,1031 mbar,16 km,9,10
,12 °C,Sunny.,9 km/h,49%,1031 mbar,16 km,9,10
,13 °C,Sunny.,13 km/h,35%,1031 mbar,16 km,9,10
,13 °C,Sunny.,17 km/h,28%,1031 mbar,16 km,9,10
,14 °C,Sunny.,13 km/h,27%,1031 mbar,16 km,9,10
,14 °C,Sunny.,17 km/h,28%,1031 mbar,16 km,9,10
,14 °C,Sunny.,13 km/h,28%,1030 mbar,16 km,9,10
,14 °C,Sunny.,11 km/h,26%,1031 mbar,16 km,9,10
,13 °C,Sunny.,7 km/h,28%,1031 mbar,16 km,9,10
,13 °C,Clear.,13 km/h,28%,1031 mbar,16 km,9,10
,12 °C,Clear.,7 km/h,32%,1032 mbar,16 km,9,10
,11 °C,Clear.,7 km/h,35%,1032 mbar,16 km,9,10
,10 °C,Clear.,No wind,41%,1033 mbar,16 km,9,10
,10 °C,Clear.,13 km/h,44%,1033 mbar,16 km,9,10
,10 °C,Clear.,11 km/h,41%,1033 mbar,16 km,9,10
,9 °C,Clear.,No wind,43%,1033 mbar,16 km,10,10
,9 °C,Clear.,6 km/h,48%,1033 mbar,16 km,10,10
,9 °C,Clear.,7 km/h,48%,1033 mbar,16 km,10,10
,9 °C,Clear.,7 km/h,56%,1033 mbar,16 km,10,10
,8 °C,Clear.,6 km/h,61%,1033 mbar,16 km,10,10
,8 °C,Clear.,6 km/h,61%,1033 mbar,16 km,10,10
,8 °C,Clear.,No wind,66%,1033 mbar,16 km,10,10
,8 °C,Sunny.,7 km/h,66%,1034 mbar,16 km,10,10
,11 °C,Sunny.,6 km/h,61%,1034 mbar,16 km,10,10
,12 °C,Sunny.,9 km/h,62%,1033 mbar,16 km,10,10
