,Boro,Vol,geometry,congestion,congestion_level,timestamp,Agency Name,Problem (formerly Complaint Type),Problem Detail (formerly Descriptor),Location Type,Street Name,tweets
208,Brooklyn,99,"POLYGON ((-73.94735937803709 40.689933069369935, -73.94735829454902 40.691305453918744, -73.94916128511333 40.69130626453192, -73.9491623314917 40.68993387996656, -73.94735937803709 40.689933069369935))",0.174064516,0,2024-12-03 19:45:00,Department of Transportation,Street Condition,Blocked - Construction,Street,MARCY AVENUE,"[""Stuck on Marcy Avenue because of the construction. Can't even get to work on time."", ""Marcy Avenue is a nightmare right now. The road is blocked due to construction and it's taking forever to get through."", ""Seriously though, can't they finish the construction on Marcy Avenue already? It's like they want to keep us stuck.""]"
209,Brooklyn,99,"POLYGON ((-73.94735937803709 40.689933069369935, -73.94735829454902 40.691305453918744, -73.94916128511333 40.69130626453192, -73.9491623314917 40.68993387996656, -73.94735937803709 40.689933069369935))",0.174064516,0,2024-12-03 19:45:00,Department of Transportation,Street Condition,Blocked - Construction,Street,MARCY AVENUE,"['Marcy Avenue is a mess right now due to construction, what a waste of time.', 'Currently stuck on Marcy Avenue because a whole section is closed for construction, infuriating.', 'Trying to get home on Marcy Avenue but the construction is causing a huge headache.']"
210,Brooklyn,92,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.883827586,0,2025-06-04 16:00:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"[""I'm getting frustrated with the blocking of the sidewalk on OLD FULTON STREET."", 'Someone needs to ticket the cars parked on OLD FULTON STREET blocking the sidewalk.', 'Fed up with cars parked on the sidewalk on OLD FULTON STREET.', 'Why do people park on the sidewalk on OLD FULTON STREET anyway?', 'Noticed multiple cars blocking the sidewalk on OLD FULTON STREET today.', 'How can we expect to address congestion with cars on the sidewalk on OLD FULTON STREET?', 'Seriously though, who parks on the sidewalk on OLD FULTON STREET?', 'Going to have to start taking pictures of cars on the sidewalk on OLD FULTON STREET myself.', 'The amount of cars on the sidewalk on OLD FULTON STREET is ridiculous.']"
211,Brooklyn,91,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.860568966,0,2025-06-04 18:00:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"[""I'm so sick of drivers parking on Old Fulton Street without a care in the world."", 'Just had to navigate around a parked car on Old Fulton Street that completely blocked the sidewalk.', 'Old Fulton Street is getting ridiculous with all these people parking wherever they want.', ""I'm getting really frustrated with cars parking on Old Fulton Street and people walking have to go around them."", ""Can't believe they're still parking on Old Fulton Street and blocking the sidewalk like that.""]"
212,Brooklyn,50,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",-0.093034483,0,2025-06-05 11:30:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"[""I'm getting fed up with cars parking on Old Fulton St, blocking the sidewalk - it's a safety hazard."", ""People parking on Old Fulton St need to be aware that they're not only taking up a parking spot, but also blocking the entire sidewalk for others."", 'Cars parked on Old Fulton St are congesting the area - need to find a better system to avoid inconsiderate drivers.', 'The cars parked on Old Fulton St are basically creating a two-lane nightmare and taking over the sidewalk - inconsiderate drivers.', ""Who's going to make a change on Old Fulton St where cars are parking on the sidewalk and causing a massive traffic jam.""]"
213,Brooklyn,70,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.372137931,0,2025-06-05 11:45:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WATER STREET,"['Just got a car ticket on Water Street, not again.', ""A post on the parking sign saying it's illegal to park there, wasn't the hardest thing to read."", 'Wish people would follow the parking rules on Water Street, gives me a headache.', ""Can't believe how many cars park on Water Street like it's their personal spot."", ""I'm not a traffic cop, but come on, follow the parking signs on Water Street."", 'Need to reduce congestion on Water Street, time to enforce parking rules.', ""Saw 5 cars parked on Water Street where they're clearly not supposed to be."", ""Just when I thought Water Street couldn't get more backed up, then there's the parkers."", ""Saw a friend get a ticket on Water Street the other day, pretty sure it's a common problem."", ""Sometimes I wonder how people don't see the parking signs on Water Street, or don't care.""]"
214,Brooklyn,92,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.883827586,0,2025-06-05 14:00:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WATER STREET,"[""Just got a parking ticket on Water Street because I didn't notice the posted sign. Congestion was low, but I still got hit with the fine."", ""Got a ticket on my favorite street today, Water Street. Guess I'm in for a speeding ticket on my parking costs now...""]"
215,Brooklyn,76,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.511689655,0,2025-06-05 14:45:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"[""I'm so frustrated with the cars parked on Old Fulton Street, taking up the entire sidewalk and blocking my path."", ""Can someone please enforce the parking rules on Old Fulton Street? It's getting ridiculous."", ""I know I'm not the only one dealing with this problem. Who else has to navigate around these cars on Old Fulton Street daily."", 'Old Fulton Street is getting out of control with cars parking all over the sidewalk and worsening congestion levels.', ""Would love to see some action taken against the cars parked on Old Fulton Street. It's an accident waiting to happen."", ""I'm worried about my safety when I have to walk on Old Fulton Street and the sidewalk is blocked by cars. Something needs to change.""]"
216,Brooklyn,76,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.511689655,0,2025-06-05 14:45:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WATER STREET,"[""Just got a parking ticket on Water Street for violating the posted sign. Can't believe I was so careless."", 'Heading to court now to try and fight that parking ticket on Water Street.', ""Congestion in Water Street is already bad, and now I've got an extra fine to worry about."", ""Leaving court and the parking ticket on Water Street is still unpaid, guess I'll be facing the consequences.""]"
217,Brooklyn,93,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",0.907086207,0,2025-06-05 15:30:00,New York City Police Department,Illegal Parking,Blocked Bike Lane,Street/Sidewalk,ELIZABETH PLACE,"['Just got blocked in by an illegally parked car on Elizabeth Place, bike lane squeezed to nothing', ""Can't believe the lack of enforcement on Elizabeth Place regarding illegal parking"", 'Bike lane on Elizabeth Place is taking a serious hit due to absent parking enforcement', 'Parked cars all over Elizabeth Place are making it tough for cyclists', ""Just experienced firsthand how Elizabeth Place's congested bike lane affects daily commutes""]"
218,Brooklyn,124,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",1.628103448,1,2025-06-05 15:45:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"[""Ugh, can't even walk down OLD FULTON STREET without dodging a car taking up the sidewalk."", ""Just had to navigate around a parked car that's crossing the sidewalk on OLD FULTON STREET, so frustrating."", 'OLD FULTON STREET is basically impassable because of all the illegally parked cars.', ""It's taking me 5 minutes to walk down ONE BLOCK of OLD FULTON STREET with this much congestion.""]"
219,Bronx,126,"POLYGON ((-73.84214963396792 40.858153875054015, -73.84214637675906 40.859526222761566, -73.84395392515691 40.85952868162896, -73.84395714506833 40.858156333871264, -73.84214963396792 40.858153875054015))",1.287681818,1,2025-04-21 11:15:00,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,EASTCHESTER ROAD,"[""Frustrated with the blocked driveway on Eastchester Road, can't even get halfway in."", 'Just drove part way down Eastchester Road today, not ideal.', 'Still dealing with the partial access on Eastchester Road, really inconvenient.', ""Eastchester Road is back to normal, but I'm still annoyed about the whole blocked driveway experience."", 'Had to drive around the block to get to my house due to the blocked driveway on Eastchester Road.', ""Still can't believe the excuse for a driveway on Eastchester Road."", ""It's only a partial blockage, but I'm finding it a real pain on Eastchester Road."", ""One of the worst cases of congestion I've seen on Eastchester Road."", ""Didn't realize how much I took a clear driveway for granted until now on Eastchester Road.""]"
220,Brooklyn,122,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",1.581586207,1,2025-06-05 18:15:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,OLD FULTON STREET,"[""The sidewalk on OLD FULTON STREET is completely blocked by cars parked illegally. It's so frustrating walking with a stroller."", 'Just had to navigate around 3 cars parked on the sidewalk on OLD FULTON STREET. Not safe or easy.', ""Can't believe some people think it's okay to park on the sidewalk on OLD FULTON STREET. Ruins the whole street."", 'Just got stuck behind a bunch of cars parked on the sidewalk on OLD FULTON STREET. Congested and frustrating.', ""The street performers on OLD FULTON STREET can't even get through because of cars parked on the sidewalk."", ""I'm getting tired of trying to avoid the cars parked on the sidewalk on OLD FULTON STREET. Can't we just follow the rules?"", 'Had to walk on the road because the sidewalk on OLD FULTON STREET is blocked by illegally parked cars. Not ideal.', 'This is getting ridiculous. Cars parked on the sidewalk on OLD FULT']"
221,Brooklyn,122,"POLYGON ((-73.99261608308665 40.70185021194682, -73.99261593107823 40.703222594657355, -73.99441924425035 40.703222696217054, -73.99441935913575 40.70185031350447, -73.99261608308665 40.70185021194682))",1.581586207,1,2025-06-05 18:15:00,New York City Police Department,Illegal Parking,Posted Parking Sign Violation,Street/Sidewalk,WATER STREET,"['I just got fined for parking on Water Street. Guess I should have read the signs.', 'Just got a ticket on Water Street for posted parking sign violation. Wrong place, wrong time.', ""Just got a fine on Water Street because I didn't follow the parking rules. Note to self: read signs."", 'Ran into some trouble on Water Street, got fined for parking in a no-go zone.', 'Got a parking ticket on Water Street for not following the rules. Should have known better.', ""Just got fined for parking on Water Street. Guess I won't be parking here again."", ""Got a ticket on Water Street for parking in a restricted area. Definitely won't make that mistake again."", 'Got a parking fine on Water Street for posted parking sign violation. Mistake number one.']"
222,Manhattan,167,"POLYGON ((-73.93462499666411 40.827749261818816, -73.9346236482806 40.82912161854751, -73.9364303730979 40.8291226286245, -73.93643168421787 40.8277502718752, -73.93462499666411 40.827749261818816))",0.277735294,0,2024-03-05 09:45:00,Department of Transportation,Traffic Signal Condition,Controller,,,"[""I'm stuck at the nan street traffic signal and it's not even congested, what's going on with the controller?"", 'My car is stuck at the nan street traffic light. Why is the controller taking so long to switch the signal?', ""Just hit another red light at nan street, not sure if it's the traffic signal controller or just a busy day."", ""Someone needs to fix the traffic signal at nan street, I'm fed up with the constant delays.""]"
223,Brooklyn,34,"POLYGON ((-73.97893945369283 40.67664075110173, -73.97893902029553 40.67801313811022, -73.98074165175592 40.67801345395193, -73.9807420480583 40.67664106693698, -73.97893945369283 40.67664075110173))",-0.505875,0,2024-03-22 09:00:00,Department of Parks and Recreation,New Tree Request,For One Address,Street,5 AVENUE,"['Just submitted a request for a new tree to be planted outside my apartment on 5th Avenue, would be lovely to have some greenery in the area.', ""Just put in a request for a new tree to be planted outside my place, hoping it'll cut down on congestion on that street, currently at a pretty low level.""]"
224,Queens,216,"POLYGON ((-73.89614589404492 40.753643811402526, -73.89614375439905 40.75501618342046, -73.89794846849146 40.75501779638342, -73.8979505709567 40.75364542433258, -73.89614589404492 40.753643811402526))",1.646573529,1,2024-06-07 17:45:00,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,NORTHERN BOULEVARD,"[""I'm so sick of driving down Northern Blvd, the road is a mess."", ""Northern Blvd needs some serious repairs, can't take the bumps and potholes anymore."", 'Driving down Northern Blvd has gotten slower due to the rough road conditions.', ""I'm really worried about safety on Northern Blvd, the road is in such bad shape."", 'Just got another flat tire from driving on Northern Blvd, this is ridiculous.', 'Commute just got a lot longer and more painful, all thanks to Northern Blvd.', ""Can someone just fix the road on Northern Blvd already? It's been a while."", ""Northern Blvd is a hidden hazard at night, don't want to hit a pothole."", 'Fixing Northern Blvd needs to be a priority, not just a suggestion.']"
225,Queens,50,"POLYGON ((-73.89614589404492 40.753643811402526, -73.89614375439905 40.75501618342046, -73.89794846849146 40.75501779638342, -73.8979505709567 40.75364542433258, -73.89614589404492 40.753643811402526))",-1.646573529,0,2024-06-08 06:30:00,Department of Transportation,Street Condition,Pothole,,,"['Just hit a huge pothole on nan street, will have to fill out another insurance claim.\n\nnan street is literally falling apart, need some serious repairs.\n\nJust got a flat tire on my way home from work, thanks nan street.\n\nnan street potholes are getting out of hand.\n\nThe conditions on nan street are absolutely atrocious.\n\nnan street is a disaster, need some serious investment.\n\nRan over a pothole on nan street, my poor car.\n\nJust tried to avoid a pothole on nan street, nearly lost control.']"
226,Manhattan,88,"POLYGON ((-73.93462499666411 40.827749261818816, -73.9346236482806 40.82912161854751, -73.9364303730979 40.8291226286245, -73.93643168421787 40.8277502718752, -73.93462499666411 40.827749261818816))",-0.767078431,0,2024-03-07 23:00:00,Department of Transportation,Street Sign - Dangling,Bus Stop,Street,MACOMBS PLACE,"['Just got a bad shock on my commute, literally. The street sign where I get off the bus on Macombs Place is dangling.', 'Anyone else deal with macabre bus stop scenery? Our sign on Macombs Place is straight out of a bad horror movie.', 'Poor maintenance at our bus stop. The sign on Macombs Place is just sitting there, barely attached.', ""Macombs Place's a sidewalk hazard waiting to happen. The street sign there's hanging on by a thread."", ""Don't like the bus ride but dealing with a loose street sign on Macombs really puts the cherry on top."", ""Just when you thought public transportation couldn't get worse the street sign where I get off at Macombs Place just dangles."", 'Why has the street sign at Macombs Place been this way for so long? Zero priority given.']"
227,Queens,163,"POLYGON ((-73.89614589404492 40.753643811402526, -73.89614375439905 40.75501618342046, -73.89794846849146 40.75501779638342, -73.8979505709567 40.75364542433258, -73.89614589404492 40.753643811402526))",0.595147059,0,2024-06-10 08:00:00,Department of Transportation,Street Condition,Pothole,,,"['I hit a massive pothole on Nan Street yesterday, completely ruined my tire.', 'Just got back from a drive and Nan Street is still in terrible condition.', ""There's a massive pothole on Nan Street, please fix it!"", ""Wish they'd fill in the pothole on Nan Street before it causes more damage."", 'Just drove by Nan Street and it looks like it needs some serious paving.', 'The pothole on Nan Street is getting worse, when is it going to be fixed?', ""I've been saying this for weeks but Nan Street is a disaster waiting to happen."", ""At this point I'm just surprised Nan Street still has any road left.""]"
228,Bronx,65,"POLYGON ((-73.8400522681409 40.85462383716716, -73.84004896782857 40.85599618566797, -73.84185642021284 40.85599867739687, -73.84185968323169 40.85462632884524, -73.8400522681409 40.85462383716716))",3.0,2,2024-03-06 09:00:00,New York City Police Department,Blocked Driveway,Partial Access,Street/Sidewalk,RHINELANDER AVENUE,"[""My driveway is blocked on Rhinelander Avenue and I'm losing my mind"", 'Cant get out of my house on Rhinelander Avenue its a nightmare', 'Rhinelander Avenue is totally congested right now', 'My driveway is blocked on Rhinelander Avenue and no one is doing anything about it', 'I cant even get out of my house on Rhinelander Avenue the traffic is so bad', 'Rhinelander Avenue is a disaster right now traffic is backed up everywhere', ""Blocked driveway on Rhinelander Avenue and I'm stuck"", 'Traffic is chaos on Rhinelander Avenue where is the parking enforcement', 'Everyone on Rhinelander Avenue is blocked in including me', 'I need some help on Rhinelander Avenue cant even get out of my own driveway']"
229,Manhattan,285,"POLYGON ((-73.93291959036472 40.827414501543075, -73.93291820681355 40.82878685832842, -73.9347249225151 40.82878789512412, -73.93472626880308 40.82741553831763, -73.93291959036472 40.827414501543075))",0.800254237,0,2024-11-05 11:30:00,Department of Transportation,Street Light Condition,Street Light Out,,MACOMBS DAM BRIDGE,"[""Just got stuck behind Macombs Dam Bridge and there's a street light out, visibility is terrible."", 'Heading towards Macombs Dam Bridge and the street light on the corner is out.', ""Almost there, but that street light on Macombs Dam Bridge is still out, anyone know when it'll be fixed?""]"
230,Queens,158,"POLYGON ((-73.89614589404492 40.753643811402526, -73.89614375439905 40.75501618342046, -73.89794846849146 40.75501779638342, -73.8979505709567 40.75364542433258, -73.89614589404492 40.753643811402526))",0.495955882,0,2024-06-07 17:45:00,Department of Transportation,Street Condition,"Rough, Pitted or Cracked Roads",Street,NORTHERN BOULEVARD,"['Just hit a massive pothole on Northern Boulevard and nearly lost control of my car, talk about a white knuckle drive.', 'Driving on Northern Boulevard is like driving over a war zone, rough roads everywhere.', 'Northern Boulevard needs to be fixed ASAP, the road conditions are terrible.', 'Just had to deal with a blown tire on Northern Boulevard due to a pothole, what a pain.', ""I'm starting to think the city is neglecting Northern Boulevard on purpose, roads are always in rough shape."", 'Driving on Northern Boulevard is a hassle, the constant vibrations from potholes are annoying.', 'The state of Northern Boulevard is an embarrassment, how can a main road be so neglected?']"
231,Queens,109,"POLYGON ((-73.89614589404492 40.753643811402526, -73.89614375439905 40.75501618342046, -73.89794846849146 40.75501779638342, -73.8979505709567 40.75364542433258, -73.89614589404492 40.753643811402526))",-0.476117647,0,2024-06-08 06:30:00,Department of Transportation,Street Condition,Pothole,,,"['just hit another pothole on nan street, this one was deep.', ""it's about time they fixed the pothole on nan street, I'm getting tired of driving around it."", 'calm before the storm, nan street is fine now but I know those potholes are lurking.', 'that pothole on nan street is getting bigger every day, can we get it fixed already?', 'ancient truck just drove over that massive pothole on nan street, amazing it held together.']"
232,Manhattan,201,"POLYGON ((-73.93462499666411 40.827749261818816, -73.9346236482806 40.82912161854751, -73.9364303730979 40.8291226286245, -73.93643168421787 40.8277502718752, -73.93462499666411 40.827749261818816))",0.727401961,0,2024-03-05 09:45:00,Department of Transportation,Traffic Signal Condition,Controller,,,"[""I'm stuck in traffic at the intersection on my street thanks to a faulty traffic signal controller."", 'Just got a glimpse of the traffic signal controller on my street, its out of order what a mess.', ""Traffic congestion on my street is getting worse it's at a level 2 now due to the traffic signal controller issue."", 'My daily commute is a nightmare because of the broken traffic signal controller on my street.']"
233,Queens,107,"POLYGON ((-73.78723589990896 40.75719526523374, -73.78723151622326 40.7585676334596, -73.78903632253046 40.758570952729194, -73.7890406690319 40.75719858443559, -73.78723589990896 40.75719526523374))",-0.442506369,0,2024-11-16 21:45:00,Department of Parks and Recreation,Damaged Tree,Branch Cracked and Will Fall,Street,193 STREET,"[""Just saw a tree branch cracked on 193 STREET and it's about to fall anytime now. Hope no one gets hurt."", ""The tree on 193 STREET is looking fragile, someone needs to get it taken care of before it's too late."", ""I'm told a branch on 193 STREET is cracked and it's going to fall, really need someone to check on it ASAP."", ""There's a tree on 193 STREET that I think needs to be removed as soon as possible, the branch is all cracked."", ""A branch on 193 STREET is cracked and it's hanging by a thread, waiting for someone to take action."", ""The branch on 193 STREET looks extremely unstable, I'm a bit worried it's going to fall."", ""Need someone to check on the tree on 193 STREET ASAP, it's in a pretty rough shape."", ""A tree on 193 STREET is in dire need of attention, the branch is cracked and it's not safe."", ""It's""]"
234,Brooklyn,120,"POLYGON ((-73.97768430166774 40.68339112128719, -73.97768384239461 40.68476350715659, -73.97948665633055 40.68476384266147, -73.97948707850122 40.683391456785245, -73.97768430166774 40.68339112128719))",1.074203704,1,2024-11-09 14:45:00,New York City Police Department,Illegal Parking,Double Parked Blocking Traffic,Street/Sidewalk,ATLANTIC AVENUE,"[""I'm getting frustrated with all the double parked cars on Atlantic Avenue, its blocking traffic and causing a mess."", ""Can we please have some enforcement on Atlantic Avenue, people are double parked and it's creating a nightmare.""]"
235,Manhattan,110,"POLYGON ((-73.93462499666411 40.827749261818816, -73.9346236482806 40.82912161854751, -73.9364303730979 40.8291226286245, -73.93643168421787 40.8277502718752, -73.93462499666411 40.827749261818816))",-0.476117647,0,2024-03-07 23:00:00,Department of Transportation,Street Sign - Dangling,Bus Stop,Street,MACOMBS PLACE,"[""Just saw the street sign at Macombs Place hanging from the bus stop, what's going on with city maintenance?"", 'Need to fix the street sign at Macombs Place before it falls off completely.', 'Getting worried about the street sign at Macombs Place, hope it gets fixed soon.', 'The dangling street sign at Macombs Place is creating a hazard at the bus stop.']"
236,Brooklyn,275,"POLYGON ((-73.97623660930242 40.682929495218104, -73.97623612023814 40.68430188115971, -73.97803892168663 40.68430223934618, -73.978039373649 40.682929853397276, -73.97623660930242 40.682929495218104))",1.349,1,2024-06-08 17:30:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,PACIFIC STREET,"['Just saw someone parking on Pacific Street and blocking the sidewalk. Come on, people.', ""Traffic is such a nightmare on Pacific Street right now, and it's all because of the cars parked everywhere."", ""It's like people don't care that they're blocking the sidewalk on Pacific Street. Just park somewhere else already.""]"
237,Brooklyn,187,"POLYGON ((-73.97623660930242 40.682929495218104, -73.97623612023814 40.68430188115971, -73.97803892168663 40.68430223934618, -73.978039373649 40.682929853397276, -73.97623660930242 40.682929495218104))",-0.346885714,0,2024-06-05 11:45:00,New York City Police Department,Traffic,Congestion/Gridlock,Street/Sidewalk,ATLANTIC AVENUE,"[""Current standstill on Atlantic Avenue - worst traffic I've seen all week. Resetting my patience meter."", 'Atlantic Avenue is a nightmare right now, just sitting in place and going nowhere.']"
238,Brooklyn,226,"POLYGON ((-73.97623660930242 40.682929495218104, -73.97623612023814 40.68430188115971, -73.97803892168663 40.68430223934618, -73.978039373649 40.682929853397276, -73.97623660930242 40.682929495218104))",0.4047,0,2024-06-06 20:45:00,New York City Police Department,Illegal Parking,Blocked Sidewalk,Street/Sidewalk,PACIFIC STREET,"[""Still can't park on Pacific Street without blocking the sidewalk, it's ridiculous how often this happens."", 'Noticed a car parked on Pacific Street blocking the sidewalk again, why do drivers not know where to park?', ""Can't believe how many cars are parked on Pacific Street taking up space on the sidewalk, it's getting out of hand."", ""Someone needs to enforce parking rules on Pacific Street, the sidewalk is always blocked and it's a safety hazard."", ""Pacific Street is a nightmare when cars park on the sidewalk blocking the entire street, it's congested enough already."", ""The cars on Pacific Street are taking over, still no parking enforcement, sidewalk is blocked and it's frustrating."", ""If you can't park on Pacific Street without blocking the sidewalk, don't park there, it's simple as that."", 'Not sure how people live with themselves parking on Pacific Street and expecting everyone else to walk around their car.']"
239,Brooklyn,11,"POLYGON ((-73.86701163197326 40.67267931091384, -73.86700889541765 40.67405169703717, -73.86881141782858 40.674053766490644, -73.86881411729382 40.672681380325095, -73.86701163197326 40.67267931091384))",-1.438933333,0,2024-03-26 01:30:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,HEMLOCK STREET,"[""Fuming about blocked driveway on Hemlock Street, can't even get out of my house right now."", 'Just had to park my car on the street because our driveway is blocked, great way to start the day.', 'Living on Hemlock Street is becoming a nightmare with the blocked driveway, someone needs to clear it.', ""Can't access my driveway on Hemlock Street right now, not ideal when you need to leave the house.""]"
240,Brooklyn,7,"POLYGON ((-73.86701163197326 40.67267931091384, -73.86700889541765 40.67405169703717, -73.86881141782858 40.674053766490644, -73.86881411729382 40.672681380325095, -73.86701163197326 40.67267931091384))",-1.6188,0,2024-03-26 01:30:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,HEMLOCK STREET,"[""Can't believe my car is still blocked on Hemlock Street. No access for me today."", ""Need to get to work but I'm still stuck on Hemlock Street with a blocked driveway."", 'Having to walk everywhere now because my car is still blocked on Hemlock Street.', 'Just another lovely day with a blocked driveway on Hemlock Street.', 'Currently stuck on Hemlock Street with no way to get out due to a blocked driveway.', ""Hemlock Street fun fact: you can't get out once you get in."", 'Another morning stuck on Hemlock Street because of a blocked driveway.']"
241,Brooklyn,99,"POLYGON ((-73.99621598209588 40.67915511976305, -73.996215904223 40.680527506389666, -73.99801860369261 40.68052755155368, -73.99801864446775 40.67915516492614, -73.99621598209588 40.67915511976305))",0.43516129,0,2024-05-16 13:00:00,Department of Transportation,Broken Parking Meter,No Receipt,Street,COURT STREET,"['I just got ticketed for parking on Court Street and the meter was broken, no receipt to prove I paid.', 'Broken parking meter on Court Street again, this time I got a ticket.', 'Anybody else experiencing the broken parking meters on Court Street?', ""Parking meter on Court Street is out of order, anyone know when they're fixing it?"", 'Yep, got another ticket on Court Street because the meter was malfunctioning.', 'Anyone know the best way to report a broken parking meter?', 'I swear, Court Street parking meters are the worst.', ""Guess I'm the victim of a broken parking meter on Court Street today."", ""Court Street's parking meter situation is getting ridiculous.""]"
242,Brooklyn,96,"POLYGON ((-73.99621598209588 40.67915511976305, -73.996215904223 40.680527506389666, -73.99801860369261 40.68052755155368, -73.99801864446775 40.67915516492614, -73.99621598209588 40.67915511976305))",0.369887097,0,2024-05-17 14:00:00,Department of Parks and Recreation,Damaged Tree,Tree Alive - in Poor Condition,Street,1 PLACE,"[""I just walked past a tree on 1 PLACE and it's looking pretty rough, roots everywhere and branches hanging off. Hope it gets fixed soon."", ""Just saw the worst tree on 1 PLACE, it's like a hazard waiting to happen. Someone needs to take care of it before something gets broken."", ""Fingers crossed the council sorts out that damaged tree on 1 PLACE, it's starting to look like a walking disaster.""]"
243,Queens,61,"POLYGON ((-73.86030453146239 40.75827795394664, -73.86030165319804 40.75965032425858, -73.86210649183987 40.759652498751464, -73.8621093329185 40.75828012839516, -73.86030453146239 40.75827795394664))",0.8094,0,2024-03-13 17:00:00,New York City Police Department,Blocked Driveway,No Access,Street/Sidewalk,107 STREET,"['Just tried to leave my house and some idiot parked on my driveway, blocking my way out.', 'Condemned to living in my own home with no access to my street, thanks to a thoughtless parker.']"
244,Brooklyn,112,"POLYGON ((-73.98337049307226 40.638435194550866, -73.98337015105562 40.63980758763599, -73.98517175042916 40.6398078340643, -73.98517205539332 40.63843544097414, -73.98337049307226 40.638435194550866))",0.899333333,0,2024-05-06 11:45:00,Department of Sanitation,Derelict Vehicles,Derelict Vehicles,Street,14 AVENUE,"[""I'm getting frustrated with the derelict vehicle on 14 AVENUE, can someone please do something about it."", ""11 useless cars taking up space on 14 AVENUE, it's a parking nightmare."", 'The congestion level on 14 AVENUE needs to improve, derelict vehicles are part of the problem.', ""If I have to see one more derelict car on 14 AVENUE, I'm going to lose it.""]"
245,Brooklyn,106,"POLYGON ((-73.9627890443778 40.62424297443791, -73.96278827922829 40.62561536952086, -73.96458949538663 40.62561593841089, -73.96459022349943 40.62424354331634, -73.9627890443778 40.62424297443791))",1.478711538,1,2024-03-20 08:00:00,Department of Transportation,Street Condition,Pothole,,,"[""Just hit another pothole on my way home from work, should've gotten that fixed months ago."", 'Driving on this street is a nightmare, potholes everywhere.', ""Need the city to fix this pothole on my street ASAP, it's causing congestion and just waiting to put a hole in someone's tire.""]"
246,Brooklyn,75,"POLYGON ((-73.98337049307226 40.638435194550866, -73.98337015105562 40.63980758763599, -73.98517175042916 40.6398078340643, -73.98517205539332 40.63843544097414, -73.98337049307226 40.638435194550866))",-0.289071429,0,2024-05-12 22:15:00,Department of Sanitation,Litter Basket Complaint,Overflowing,Sidewalk,14 AVENUE,"['The litter basket on 14 Avenue is overflowing.', ""Can't believe how often the litter basket on 14 Avenue is clogged. Needs to get emptied more often."", 'Just saw the overflowing litter basket on 14 Avenue again. Another reminder that our streets need some extra TLC.']"
